X,feature,y
1.5707480695568794,-1.8028508063619304,1.5707480695568794
-0.43723011079242996,0.18888497573950086,-0.43723011079242996
2.0481709947829363,-3.0316852656625386,2.0481709947829363
4.816243290688553,-4.997041134694635,4.816243290688553
-0.7404579859406406,1.1418450048502093,-0.7404579859406406
-0.7404060683801993,0.0424803932642297,-0.7404060683801993
4.993909407130633,-4.419631807997406,4.993909407130633
2.4268416996376145,-2.159676427146676,2.4268416996376145
-1.484608362663367,1.0824522097478761,-1.484608362663367
1.7157255051318783,-1.7932444800573428,1.7157255051318783
-1.465455417307622,2.340892325505049,-1.465455417307622
-1.4727667953909478,1.8745474798567032,-1.4727667953909478
0.7651518859768643,-0.760340880051808,0.7651518859768643
-6.050323375322846,5.920138861080665,-6.050323375322846
-5.454669127382026,5.4966296433779025,-5.454669127382026
-1.7781092923100024,1.4978048475159007,-1.7781092923100024
-3.20285322535686,2.050034443176707,-3.20285322535686
0.9937373196335372,0.12480958840510181,0.9937373196335372
-2.871424248915771,2.956499254721755,-2.871424248915771
-4.466096444105707,4.684170682422311,-4.466096444105707
4.634788359613918,-4.666505740475867,4.634788359613918
-0.713967351224035,0.31132729706614815,-0.713967351224035
0.2135429331158992,-0.31537796532398044,0.2135429331158992
-4.505449360628233,3.6294247710187975,-4.505449360628233
-1.721489328347582,2.96870096872182,-1.721489328347582
0.3507680274475325,-1.0269380964942607,0.3507680274475325
-3.6397612768798324,3.0745300646319533,-3.6397612768798324
1.1880614503840485,-1.4292013477757575,1.1880614503840485
-1.8993863109630396,2.6048944412395043,-1.8993863109630396
-0.922416628582024,0.9303635347650054,-0.922416628582024
-1.9027633778286197,1.2257039182031306,-1.9027633778286197
5.857417923289858,-5.17038850835901,5.857417923289858
-0.04268197226304045,0.4430675051038637,-0.04268197226304045
-3.3447756415531877,3.6396886133699677,-3.3447756415531877
2.601115400029078,-2.2090916109609657,2.601115400029078
-3.8606466008617883,5.1720926246417385,-3.8606466008617883
0.660484680505994,0.5363410837946679,0.660484680505994
-6.1970210540444155,5.820891570096613,-6.1970210540444155
-4.200093070978814,5.089531512335596,-4.200093070978814
0.6225298883420674,-0.4126600274926977,0.6225298883420674
2.335236368700432,-2.061870331845336,2.335236368700432
0.5419140872684968,-1.4688089951675751,0.5419140872684968
-0.36571197983317727,0.2723878526522794,-0.36571197983317727
-0.9521734899561481,0.5069716742564734,-0.9521734899561481
-4.675497060206603,5.129043552064664,-4.675497060206603
-2.276347259008179,2.8630022099827164,-2.276347259008179
-1.4566676948135548,0.32042472512534115,-1.4566676948135548
3.342914000039541,-3.3549829921062386,3.342914000039541
1.0866164407276149,-0.47214758815511293,1.0866164407276149
-5.575222497283363,5.472974218612633,-5.575222497283363
1.024843496435853,-0.6255188922111194,1.024843496435853
-1.2177370926872133,1.4100783407234174,-1.2177370926872133
